series number,series title,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-G,1959-1960,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,3,Folder,8,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President H-Z,1959-1960,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,3,Folder,9,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-H,1960-1961,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,3,Folder,10,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President I-Z,1960-1961,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,3,Folder,11,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-M,1961-1962,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President M-Z,1961-1962,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-J,1962-1963,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President K-Z,1962-1963,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-K,1963-1964,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,5,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President L-Z,1963-1964,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,6,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President A-L,1964-1965,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,7,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President M-Z,1964-1965,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,8,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.001,Correspondence,1958-1965,,Correspondence�Office Of The President ,1965-1966,,,,,,"Correspondence between Elliot and various individuals on a range of subjects affecting the University of Maine arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing. ",,,Mixed materials,Box,4,Folder,9,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Office Of Institutional Research,1960-1966,,,,,,"Includes details of University of Maine representatives attendance at the Office of Institutional Research meetings and the content of the meetings (1960-1966), various miscellaneous correspondence between Allan W. Oster, Joint Officer of the Office of Institutional Research and Elliot on a range of issues (particularly funding) affecting land grant institutions, including requests for information about the University of Maine and a report by the Office titled �The Problem � Realty of Educational Opportunities in the 1960�s�, a Time article titled �The Race to College� (1960), and Elliot�s letter to the Editor of the magazine regarding his dissatisfaction with the article�s content.",,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Capital Improvements,1957-1964,,,,,,"State of Maine Bureau of Public Improvements (1964) contractor guidance and State of Maine Standard General Conditions for Contract Work (1961-1964), data regarding the sufficiency of the Steam Plant (1957), and list of capital improvements and construction projects at the University of Maine Portland (1957) and University of Maine (1957-1963), and details of the construction of a multi-purpose building at the Portland Campus (1959), and correspondence between Elliot and Niran C. Bates Director of the State of Maine Bureau of Public Improvements regarding funding requests for University of Maine capital improvement projects (1957-1964) and the State of Maine Act to exempt the University of Maine from laws related to the Bureau of Public Improvements (1959-1962).",,,Mixed materials,Box,1,Folder,5,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,University Of Maine Portland,1959-1960,,,,,,"Various correspondence between Elliot and Dean William L. Irvine at the University of Maine Portland on a range issues affecting the institution, including: lecture series, staffing issues, curriculum, use of and work on University of Maine Portland buildings and facilities, grade distributions for students (1959), general health services for the Portland campus, enrollment figures (1960), visits to Portland by Orono and Board of Trustee representatives, details of change from referring to Portland campus as Portland Junior College to University of Maine Portland, and closer integration between the two campuses. Also, correspondence of Irvine that Elliot was cc. on.",,,Mixed materials,Box,1,Folder,6,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Merger Of University Of Maine Portland,1951-1961,,,,,,"Details of the merger between the University of Maine and University of Maine Portland (formerly known as the Portland Junior College and Portland University), includes: list of freshman (1961), announcements of the merger to enrolled students (1961), and details of the history of the University of Maine Portland (1951-1961), including copies of University of Maine Board of Trustee�s minutes discussing the transfer of assets of Portland Junior College to the University of Maine (1957).",,,Mixed materials,Box,1,Folder,7,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,President Kennedy Visit,1963,,,,,,"Photographs, program, and The Maine Campus article from President John F. Kennedy�s visit to the University of Maine where he was made an honorary alumnus (1963).",,,Mixed materials,Box,1,Folder,8,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Pulp And Paper Program,1963,,,,,,"Details of Elliot becoming a member of the Newcomen Society and report to the Society on The University of Maine Pulp and Paper Curriculum (1963), and correspondence with Lyle C. Jenness, Department Head for the University�s Pulp and Paper program regarding their curriculum.",,,Mixed materials,Box,1,Folder,9,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,College Of Agriculture,1955-1964,,,,,,"Various correspondence between Winthrop C. Libby, Dean of the College of Agriculture and Elliot, President Hauck, and Acting President Charles E. Crossland (1955-1959), including on Agriculture Advisory Council meetings (1959), student performance, various reviews and studies of the agronomy program (1955-1959), issues affecting agriculture, Experiment Station Extension Service funding and performance, staffing issues, and Dutch Elm disease (1955). Also, includes correspondence (1959-1960), including: 4H club fund raising, budget information for the College, attendance at faculty meetings, building renovations, political representatives at University events, staffing issues, enrollment, research studies, and issues affecting the departments of Bacteriology and Poultry Services. And correspondence (1962-1964), including: update reports on College of Agriculture activities, details of change from College of Agriculture to College of Life Sciences and Agriculture (1964), fiscal situation of the College, research programs, building renovations and alterations, enrollment, and State of Maine Legislative issues affecting the College.",,,Mixed materials,Box,1,Folder,10a,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,College Of Agriculture,1955-1964,,,,,,"Various correspondence between Winthrop C. Libby, Dean of the College of Agriculture and Elliot, President Hauck, and Acting President Charles E. Crossland (1955-1959), including on Agriculture Advisory Council meetings (1959), student performance, various reviews and studies of the agronomy program (1955-1959), issues affecting agriculture, Experiment Station Extension Service funding and performance, staffing issues, and Dutch Elm disease (1955). Also, includes correspondence (1959-1960), including: 4H club fund raising, budget information for the College, attendance at faculty meetings, building renovations, political representatives at University events, staffing issues, enrollment, research studies, and issues affecting the departments of Bacteriology and Poultry Services. And correspondence (1962-1964), including: update reports on College of Agriculture activities, details of change from College of Agriculture to College of Life Sciences and Agriculture (1964), fiscal situation of the College, research programs, building renovations and alterations, enrollment, and State of Maine Legislative issues affecting the College.",,,Mixed materials,Box,1,Folder,10b,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,College Of Agriculture,1955-1964,,,,,,"Various correspondence between Winthrop C. Libby, Dean of the College of Agriculture and Elliot, President Hauck, and Acting President Charles E. Crossland (1955-1959), including on Agriculture Advisory Council meetings (1959), student performance, various reviews and studies of the agronomy program (1955-1959), issues affecting agriculture, Experiment Station Extension Service funding and performance, staffing issues, and Dutch Elm disease (1955). Also, includes correspondence (1959-1960), including: 4H club fund raising, budget information for the College, attendance at faculty meetings, building renovations, political representatives at University events, staffing issues, enrollment, research studies, and issues affecting the departments of Bacteriology and Poultry Services. And correspondence (1962-1964), including: update reports on College of Agriculture activities, details of change from College of Agriculture to College of Life Sciences and Agriculture (1964), fiscal situation of the College, research programs, building renovations and alterations, enrollment, and State of Maine Legislative issues affecting the College.",,,Mixed materials,Box,1,Folder,10c,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,University Of Maine Centennial,1964-1965,,,,,,"Details of University of Maine Centennial, including: University of Maine Bulletin (1965), newspaper clipping regarding plans (1964), Biennial Report of the President (1964), and letter from Edmund S. Muskie regarding his inability to attend anniversary celebration (1965).",,,Mixed materials,Box,1,Folder,11,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Fraternities ,1962,,,,,,Newspaper clippings regarding disciplinary measures taken against fraternities.,,,Mixed materials,Box,1,Folder,12,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Space Technology,1963,,,,,,�A Proposal to The National Aeronautics and Space Administration To Establish A Graduate Center For Training and Research Related To Space Technology�.,,,Mixed materials,Box,1,Folder,13,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Public Relations,1961-1965,,,,,,"Correspondence between Howard A. Keyo, Director of Public Information and Central Services and Elliot and correspondence between Keyo and various which Elliot was cc. on, on various subjects relating to publicity at the University of Maine (1961-1965), including: student�s portrayal in media, honors, televised University sports games, scholarship funds, building dedications, construction projects, Board of Trustees Public Relations Committee, Emergency Program, research projects, student trips, visits by dignities, and various press releases.",,,Mixed materials,Box,2,Folder,1a,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Public Relations,1961-1965,,,,,,"Correspondence between Howard A. Keyo, Director of Public Information and Central Services and Elliot and correspondence between Keyo and various which Elliot was cc. on, on various subjects relating to publicity at the University of Maine (1961-1965), including: student�s portrayal in media, honors, televised University sports games, scholarship funds, building dedications, construction projects, Board of Trustees Public Relations Committee, Emergency Program, research projects, student trips, visits by dignities, and various press releases.",,,Mixed materials,Box,2,Folder,1b,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Publicity,1958-1969,,,,,,"Press releases from the University of Maine Department of Public Information and Central Services (1958-1965) on various subjects, including the establishment of a Water Resource Center, class orientations, television in classrooms, centennial, commencements, building dedications and award ceremonies. Also, includes commencement speeches by Elliot (1959-1969) at the University of Maine and Bowdoin College (1959), press cutting from his appointment and departure from the University of Maine and appointment at George Washington University.",,,Mixed materials,Box,2,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Biographical Profile,1958-1965,,,,,,"Includes details of Elliot�s inauguration as University of Maine president (1958) including programs and scrap book. Also, certificate of Elliot�s membership in the University class of 1962, Homecoming weekend celebration on his retirement (1965), and signature cards and invitations from Elliot and is wife to luncheons, receptions, and teas.",,,Mixed materials,Box,1,Folder,14,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.002,Subject Files,1955-1974,,Publicity,1958-1965,,,,,,"Various serial articles on Elliot (1958-1965) including his appointment, praise for his work at the University, attendance at University events, departure from the University of Maine, and appointment as president of George Washington University (1965), including faculty opposition to the appointment. Also, includes profile of the University of Maine reprinted from Maine Teacher and University of Maine Bulletin featuring Elliot and his family on the front cover (1958) and press releases on Elliot�s departure from the University of Maine (1965).",,,Mixed materials,Box,1,Folder,15,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,"Addresses, Speeches And Articles",1959-1970,,,,,,"Various addresses and articles by Elliot both during and after his tenure at the University of Maine. Including on the religious dimension of the University of Maine, greetings to classes (1959-1965) and commencement (1969), and commencement at Husson College (1960 & 1970), dedication of Hauck Auditorium (1963), speeches at Alumni Association meetings (1960) and business group meetings, and opinion pieces on higher education including for the Maine Teachers Association.",,,Mixed materials,Box,1,Folder,16,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Hiring Of Elliot,1958-1959,,,,,,"Details of Elliot�s visit to Maine prior to his hiring as University of Maine President (1958) and correspondence between Elliot and President Hauck and Acting President Charles E. Crossland regarding Elliot�s research into the University, Board of Trustees decision to hire Elliot, confirmation letter from Raymond H. Fogler President, Board of Trustees to Elliot, and compensation details (1958-1959).",,,Mixed materials,Box,1,Folder,17,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Resignation Of Elliot,1965,,,,,,"Details of Elliot�s resignation, including University of Maine resignation form (1965), faculty personnel record, curriculum vitae, and references. Also, includes details of Elliot�s appointment as President of George Washington University (1965).",,,Mixed materials,Box,1,Folder,18,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Honors And Awards,1958-1965,,,,,,"Details of various honor and awards bestowed on Elliot, including from: Perishing Rifles (1959), Phi Kappa (1959), Advisory Council on Naval Affairs to the Commandant, First Naval District (1959), American Flag Association (1959), Thor Research Center (1959), Association For Higher Education (1958), University of New Hampshire (1963), and Colby College (1965).",,,Mixed materials,Box,1,Folder,19,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Unveiling Of Dr. Elliot Portrait,1965-1966,,,,,,Correspondence and press release regarding the unveiling of the new portrait of Elliot (1965-1966).,,,Mixed materials,Box,1,Folder,20,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Inauguration Committee,1958,,,,,,"Reports from Inauguration Committee for Elliot (1958), program of events, and examples of other inauguration programs.",,,Mixed materials,Box,2,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.003,Biographical History Files,1958-1970,,Calendar,1961-1966,,,,,,Elliot�s work calendars for September 1961 - August 1962 and September 1965 - August 1966.,,,Mixed materials,Box,4,Folder,10,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.004,Administrative Files,1961-1969,,Board Of Trustees,1961-1965,,,,,,"Memorandums and letters from Elliot to the University of Maine Board of Trustees on a range of subjects (1961-1965), including: agendas and content for discussion at meetings, updates on University news, report from the American Medical Association on medical education (1962), faculty appointments, State of Maine Legislator proceeding, study on fraternities, and distribution of expenditure at the University. Also, includes, copy of a presentation from Elliot titled �The Land Grant Heritage� from Agriculture Progress Days at Cornel University (1962).",,,Mixed materials,Box,1,Folder,21,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.004,Administrative Files,1961-1969,,Correspondence With Board of Trustees,1962-1969,,,,,,"Correspondence between Elliot and University of Maine Board Trustee members on a range of subjects, including: Alumni Association activities, salary and payroll information, attendance at meetings and Trustee�s opinion on issues affecting the University (1962-1965), plans for the University�s centennial (1965), and Elliot�s return for commencement (1965). Also, correspondence between Board Members on personnel and family issues, invitations to Elliot for various professional association meeting in Maine, his appointment to the Maine Municipal Association Advisory Committee (1965), correspondence between Acting University of Maine President Winthrop C. Libby and Elliot regarding the Elliot delivering the commencement address (1968), and Elliot visits to Maine post-tenure as president (1968-1969).",,,Mixed materials,Box,1,Folder,22,,,,,,,,,,,,,,
UA RG 0003.001.009,Records Of President Lloyd Hartman Elliot [Term 1958-1965],1951-1974,UA RG 0003.001.009.004,Administrative Files,1961-1969,,TIAA-CREF Retirement Plan,1961,,,,,,Details of TIAA-CREF retirement plan and cover letter from Elliot to faculty and administrative officers explaining the plan.,,,Mixed materials,Box,1,Folder,23,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Miscellaneous Correspondence,1963-1966,,,,,,"Miscellaneous correspondence from Young to various individuals on a range of subjects (1963-1966), including: donations to the Pulp and Paper Foundation and University of Maine (1963), visit to the University of Wisconsin, student protests at the University of Wisconsin, University budget between Young and President Lloyd H. Elliot (1965), copy of Young�s curriculum vitae, details of Young�s membership of the University Club and Century Club, and visits to Alumni Association meetings, details of University of Maine faculty and student protests against the Vietnam War, and Young�s interest in consulting for Department of State Agency for International Development.",,,Mixed materials,Box,1,Folder,1a,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Miscellaneous Correspondence,1963-1966,,,,,,"Miscellaneous correspondence from Young to various individuals on a range of subjects (1963-1966), including: donations to the Pulp and Paper Foundation and University of Maine (1963), visit to the University of Wisconsin, student protests at the University of Wisconsin, University budget between Young and President Lloyd H. Elliot (1965), copy of Young�s curriculum vitae, details of Young�s membership of the University Club and Century Club, and visits to Alumni Association meetings, details of University of Maine faculty and student protests against the Vietnam War, and Young�s interest in consulting for Department of State Agency for International Development.",,,Mixed materials,Box,1,Folder,1b,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Miscellaneous Correspondence,1963-1966,,,,,,"Miscellaneous correspondence from Young to various individuals on a range of subjects (1963-1966), including: donations to the Pulp and Paper Foundation and University of Maine (1963), visit to the University of Wisconsin, student protests at the University of Wisconsin, University budget between Young and President Lloyd H. Elliot (1965), copy of Young�s curriculum vitae, details of Young�s membership of the University Club and Century Club, and visits to Alumni Association meetings, details of University of Maine faculty and student protests against the Vietnam War, and Young�s interest in consulting for Department of State Agency for International Development.",,,Mixed materials,Box,1,Folder,1c,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Correspondence�Office Of The President,1966-1967,,,,,,"Correspondence between Young and various individuals on a range of subjects affecting the University of Maine (1965-1968) arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing.",,,Mixed materials,Box,2,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Correspondence�Office of The President A-L,1967-1968,,,,,,"Correspondence between Young and various individuals on a range of subjects affecting the University of Maine (1965-1968) arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing.",,,Mixed materials,Box,2,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.001,Correspondence,1963-1968,,Correspondence�Office Of The President M-Z,1967-1968,,,,,,"Correspondence between Young and various individuals on a range of subjects affecting the University of Maine (1965-1968) arranged chronologically by year of creation and secondly alphabetically by last name of the correspondent. Includes: alumni events, visits to the Orono campus, University of Maine events and celebrations, publications, publicity, issues affecting academia, presentations, student admissions, financial aid, Board of Trustees affairs, and staffing.",,,Mixed materials,Box,2,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.002,Subject Files,1966-1968,,Private Giving,1968,,,,,,Details of policy statement by Young on the need for private funds to support the University.,,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.002,Subject Files,1966-1968,,University Reports,1968,,,,,,"Report of a visit by Young, et al. to the University of Chicago for the Commission on College and Universities of the North Central Association of Colleges and Secondary Schools (1968) and a report on the Massachusetts Institute of Technology to the Commission on Higher Education of the New England Association of Colleges and Secondary Schools (1968).",,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.002,Subject Files,1966-1968,,U.S. Air Force Material,1966,,,,,,"Details of Young�s visit and tours of Vandenberg and McConnell Air Bases as part of a New England delegation invited by Commander in Chief, Strategic Air Command.",,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Publicity,1965-1969,,,,,,"Newspaper clippings related to Young�s tenure as University of Maine President and time at the University of Wisconsin, includes: Young�s appointment (1965), profiles of his family (1966-1967), homecoming (1966), University events and visits, interview with Young during his time as Chancellor of the University of Wisconsin (1968), awards and appointments Young received, details of Young�s resignation from the University of Maine and appointment at the University of Wisconsin (1968). Also, details of student protests at the University of Wisconsin (1969).",,,Mixed materials,Box,1,Folder,5,,,,,,,,,,,,,,
